Master Planning Family,Product Department,Product Group,Product Line,Product Price Group,Product Sub Group,Product Type,Short Name
G17,1,19,1, ,61,47,10514
50,1,10,2,N,76,18,10680
50,1,10,2,N,76,18,10680
50,1,10,2,N,76,18,10680
50,1,10,2,N,76,18,10680
50,1,10,2,N,76,18,10680
50,1,10,2,N,76,18,10680
   ,1,10,2, ,76,18,10680
   ,1,10,2, ,76,18,10680
   ,1,10,2, ,76,18,10680
50,1,21,1,N,109,44,10561
50,1,21,1,N,109,44,10561
50,1,21,1,N,109,44,10561
 ,   ,21,1,N,109,44,10561
 ,   ,21,1,N,109,44,10561
 ,   ,21,1,N,109,44,10561
G07,1,21,1, ,109,44,10561
G07,1,21,1, ,109,44,10561
G07,1,21,1, ,109,44,10561
30,1,13,1,N,110,24,10100
30,1,13,1,N,110,24,10100
30,1,13,1,N,110,24,10100
G17,1,13,1, ,110,24,10100
G17,1,13,1, ,110,24,10100
G17,1,13,1, ,110,24,10100
G13,1,13,1, ,110,24,10100
G13,1,13,1, ,110,24,10100
G13,1,13,1, ,110,24,10100
G19,1,13,1, ,110,24,10100
G19,1,13,1, ,110,24,10100
G19,1,13,1, ,110,24,10100
   ,      ,21,1,   ,84,44,10239
   ,      ,21,1,   ,84,44,10239
   ,      ,21,1,   ,84,44,10239
 ,   ,21,1,N,84,44,10239
 ,   ,21,1,N,84,44,10239
 ,   ,21,1,N,84,44,10239
N,          ,21,1,        ,84,44,10239
N,          ,21,1,        ,84,44,10239
N,          ,21,1,        ,84,44,10239
10,1,21,1,N,109,44,10560
10,1,21,1,N,109,44,10560
10,1,21,1,N,109,44,10560
50,1,21,1,N,109,44,10560
50,1,21,1,N,109,44,10560
50,1,21,1,N,109,44,10560
G17,1,21,1, ,109,44,10560
G17,1,21,1, ,109,44,10560
G17,1,21,1, ,109,44,10560
P01,      ,19,1,   ,99,26,10515
P01,      ,19,1,   ,99,26,10515
P01,      ,19,1,   ,99,26,10515
50,1,19,1,N,99,26,10515
50,1,19,1,N,99,26,10515
50,1,19,1,N,99,26,10515
50,1,19,1,N,99,26,10515
50,1,19,1,N,99,26,10515
50,1,19,1,N,99,26,10515
   ,      ,10,2,   ,76,18,10681
   ,      ,10,2,   ,76,18,10681
   ,      ,10,2,   ,76,18,10681
50,1,10,2,N,76,18,10681
50,1,10,2,N,76,18,10681
50,1,10,2,N,76,18,10681
   ,N,10,2,0,76,18,10681
   ,N,10,2,0,76,18,10681
   ,N,10,2,0,76,18,10681
50,1,1,2,N,43,3,10893
50,1,1,2,N,43,3,10893
50,1,1,2,N,43,3,10893
G17,1,1,2, ,43,3,10893
G17,1,1,2, ,43,3,10893
G17,1,1,2, ,43,3,10893
0, ,1,2,1,43,3,10893
0, ,1,2,1,43,3,10893
0, ,1,2,1,43,3,10893
 ,   ,11,1,N,91,33,10375
 ,   ,11,1,N,91,33,10375
 ,   ,11,1,N,91,33,10375
G17,1,11,1, ,91,33,10375
G17,1,11,1, ,91,33,10375
G17,1,11,1, ,91,33,10375
G13,1,11,1, ,91,33,10375
G13,1,11,1, ,91,33,10375
G13,1,11,1, ,91,33,10375
50,1,21,1,N,83,44,10543
50,1,21,1,N,83,44,10543
50,1,21,1,N,83,44,10543
G17,1,21,1, ,83,44,10543
G17,1,21,1, ,83,44,10543
G17,1,21,1, ,83,44,10543
   ,N,21,1,0,83,44,10543
   ,N,21,1,0,83,44,10543
   ,N,21,1,0,83,44,10543
30,1,13,1,N,10,25,10718
30,1,13,1,N,10,25,10718
30,1,13,1,N,10,25,10718
G17,1,13,1, ,10,25,10718
G17,1,13,1, ,10,25,10718
G17,1,13,1, ,10,25,10718
N,EP4101,13,1,        ,10,25,10718
N,EP4101,13,1,        ,10,25,10718
N,EP4101,13,1,        ,10,25,10718
   ,      ,13,1,   ,63,47,10101
   ,      ,13,1,   ,63,47,10101
   ,      ,13,1,   ,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,13,1,N,63,47,10101
50,1,21,1,N,12,44,10240
50,1,21,1,N,12,44,10240
50,1,21,1,N,12,44,10240
 ,   ,21,1,N,12,44,10240
 ,   ,21,1,N,12,44,10240
 ,   ,21,1,N,12,44,10240
G17,1,21,1, ,12,44,10240
G17,1,21,1, ,12,44,10240
G17,1,21,1, ,12,44,10240
10,1,6,1,N,62,47,10638
10,1,6,1,N,62,47,10638
10,1,6,1,N,62,47,10638
50,1,6,1,N,62,47,10638
50,1,6,1,N,62,47,10638
50,1,6,1,N,62,47,10638
G03,1,6,1, ,62,47,10638
G03,1,6,1, ,62,47,10638
G03,1,6,1, ,62,47,10638
ATV, ,19,1,N,61,47,10799
ATV, ,19,1,N,61,47,10799
ATV, ,19,1,N,61,47,10799
 ,0,19,1,0,61,47,10799
 ,0,19,1,0,61,47,10799
 ,0,19,1,0,61,47,10799
0, ,19,1,1,61,47,10799
0, ,19,1,1,61,47,10799
0, ,19,1,1,61,47,10799
   ,      ,3,1,   ,49,1,10921
   ,      ,3,1,   ,49,1,10921
   ,      ,3,1,   ,49,1,10921
50,1,3,1,N,49,1,10921
50,1,3,1,N,49,1,10921
50,1,3,1,N,49,1,10921
ATV, ,3,1,N,49,1,10921
ATV, ,3,1,N,49,1,10921
ATV, ,3,1,N,49,1,10921
50,1,19,1,N,1,45,10516
50,1,19,1,N,1,45,10516
50,1,19,1,N,1,45,10516
50,1,19,1,N,1,45,10516
50,1,19,1,N,1,45,10516
50,1,19,1,N,1,45,10516
G17,1,19,1, ,1,45,10516
G17,1,19,1, ,1,45,10516
G17,1,19,1, ,1,45,10516
G03,1,19,1, ,1,45,10833
G03,1,19,1, ,1,45,10833
G03,1,19,1, ,1,45,10833
G11,1,19,1, ,1,45,10833
G11,1,19,1, ,1,45,10833
G11,1,19,1, ,1,45,10833
   ,N,19,1,0,1,45,10833
   ,N,19,1,0,1,45,10833
   ,N,19,1,0,1,45,10833
10,1,13,1,N,110,24,10102
10,1,13,1,N,110,24,10102
10,1,13,1,N,110,24,10102
50,1,13,1,N,110,24,10102
50,1,13,1,N,110,24,10102
50,1,13,1,N,110,24,10102
   , ,13,1,N,110,24,10102
   , ,13,1,N,110,24,10102
   , ,13,1,N,110,24,10102
   ,1,13,1, ,110,24,10102
   ,1,13,1, ,110,24,10102
   ,1,13,1, ,110,24,10102
10,1,20,1,N,24,42,10526
10,1,20,1,N,24,42,10526
10,1,20,1,N,24,42,10526
TRK, ,20,1,N,24,42,10526
TRK, ,20,1,N,24,42,10526
TRK, ,20,1,N,24,42,10526
G16,1,20,1, ,24,42,10526
G16,1,20,1, ,24,42,10526
G16,1,20,1, ,24,42,10526
50,1,6,1,N,62,47,10639
50,1,6,1,N,62,47,10639
50,1,6,1,N,62,47,10639
50,1,6,1,N,62,47,10639
50,1,6,1,N,62,47,10639
50,1,6,1,N,62,47,10639
G17,1,6,1, ,62,47,10639
G17,1,6,1, ,62,47,10639
G17,1,6,1, ,62,47,10639
P01,      ,19,1,   ,1,45,10517
P01,      ,19,1,   ,1,45,10517
P01,      ,19,1,   ,1,45,10517
50,1,19,1,N,1,45,10517
50,1,19,1,N,1,45,10517
50,1,19,1,N,1,45,10517
G17,1,19,1, ,1,45,10517
G17,1,19,1, ,1,45,10517
G17,1,19,1, ,1,45,10517
30,1,21,1,N,82,44,10241
30,1,21,1,N,82,44,10241
30,1,21,1,N,82,44,10241
 ,   ,21,1,N,82,44,10241
 ,   ,21,1,N,82,44,10241
 ,   ,21,1,N,82,44,10241
G17,1,21,1, ,82,44,10241
G17,1,21,1, ,82,44,10241
G17,1,21,1, ,82,44,10241
30,1,11,1,N,91,33,10376
30,1,11,1,N,91,33,10376
30,1,11,1,N,91,33,10376
G17,1,11,1, ,91,33,10376
G17,1,11,1, ,91,33,10376
G17,1,11,1, ,91,33,10376
G13,1,11,1, ,91,33,10376
G13,1,11,1, ,91,33,10376
G13,1,11,1, ,91,33,10376
30,1,6,1,N,95,8,10655
30,1,6,1,N,95,8,10655
30,1,6,1,N,95,8,10655
50,1,6,1,N,95,8,10655
50,1,6,1,N,95,8,10655
50,1,6,1,N,95,8,10655
0,        ,6,1,300,95,8,10655
0,        ,6,1,300,95,8,10655
0,        ,6,1,300,95,8,10655
   ,      ,10,2,   ,76,18,10998
   ,      ,10,2,   ,76,18,10998
   ,      ,10,2,   ,76,18,10998
N,EP4101,10,2,        ,76,18,10998
N,EP4101,10,2,        ,76,18,10998
N,EP4101,10,2,        ,76,18,10998
   ,      ,6,1,   ,62,47,10016
   ,      ,6,1,   ,62,47,10016
   ,      ,6,1,   ,62,47,10016
G17,1,6,1, ,62,47,10016
G17,1,6,1, ,62,47,10016
G17,1,6,1, ,62,47,10016
G14,1,6,1, ,62,47,10016
G14,1,6,1, ,62,47,10016
G14,1,6,1, ,62,47,10016
30,1,13,1,N,9,24,10103
30,1,13,1,N,9,24,10103
30,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,13,1,N,9,24,10103
50,1,21,1,N,109,44,10562
50,1,21,1,N,109,44,10562
50,1,21,1,N,109,44,10562
   ,1,21,1, ,109,44,10562
   ,1,21,1, ,109,44,10562
   ,1,21,1, ,109,44,10562
G17,1,21,1, ,109,44,10562
G17,1,21,1, ,109,44,10562
G17,1,21,1, ,109,44,10562
50,1,19,1,N,61,47,10800
50,1,19,1,N,61,47,10800
50,1,19,1,N,61,47,10800
G17,1,19,1, ,61,47,10800
G17,1,19,1, ,61,47,10800
G17,1,19,1, ,61,47,10800
 ,0,19,1,0,61,47,10800
 ,0,19,1,0,61,47,10800
 ,0,19,1,0,61,47,10800
50,1,10,1,N,11,18,10984
50,1,10,1,N,11,18,10984
50,1,10,1,N,11,18,10984
SRS, ,10,1,N,11,18,10984
SRS, ,10,1,N,11,18,10984
SRS, ,10,1,N,11,18,10984
   ,      ,5,1,   ,35,5,10323
   ,      ,5,1,   ,35,5,10323
   ,      ,5,1,   ,35,5,10323
 ,   ,5,1,N,35,5,10323
 ,   ,5,1,N,35,5,10323
 ,   ,5,1,N,35,5,10323
N,EP4101,5,1,        ,35,5,10323
N,EP4101,5,1,        ,35,5,10323
N,EP4101,5,1,        ,35,5,10323
   ,      ,6,1,   ,58,13,10027
   ,      ,6,1,   ,58,13,10027
   ,      ,6,1,   ,58,13,10027
   ,      ,6,1,   ,58,13,10027
   ,      ,6,1,   ,58,13,10027
   ,      ,6,1,   ,58,13,10027
   ,1,6,1, ,58,13,10027
   ,1,6,1, ,58,13,10027
   ,1,6,1, ,58,13,10027
G17,1,6,1, ,58,13,10027
G17,1,6,1, ,58,13,10027
G17,1,6,1, ,58,13,10027
10,1,21,1,N,45,44,10242
10,1,21,1,N,45,44,10242
10,1,21,1,N,45,44,10242
30,1,21,1,N,45,44,10242
30,1,21,1,N,45,44,10242
30,1,21,1,N,45,44,10242
 ,0,21,1,0,45,44,10242
 ,0,21,1,0,45,44,10242
 ,0,21,1,0,45,44,10242
 ,   ,3,1,N,53,30,10284
 ,   ,3,1,N,53,30,10284
 ,   ,3,1,N,53,30,10284
 ,   ,3,1,N,53,30,10284
 ,   ,3,1,N,53,30,10284
 ,   ,3,1,N,53,30,10284
   ,1,3,1, ,53,30,10284
   ,1,3,1, ,53,30,10284
   ,1,3,1, ,53,30,10284
   ,      ,10,1,   ,15,18,10043
   ,      ,10,1,   ,15,18,10043
   ,      ,10,1,   ,15,18,10043
P01,      ,10,1,   ,15,18,10043
P01,      ,10,1,   ,15,18,10043
P01,      ,10,1,   ,15,18,10043
50,1,10,1,N,15,18,10043
50,1,10,1,N,15,18,10043
50,1,10,1,N,15,18,10043
 ,   ,10,1,N,15,18,10043
 ,   ,10,1,N,15,18,10043
 ,   ,10,1,N,15,18,10043
10,1,6,1,N,62,47,10017
10,1,6,1,N,62,47,10017
10,1,6,1,N,62,47,10017
G17,1,6,1, ,62,47,10017
G17,1,6,1, ,62,47,10017
G17,1,6,1, ,62,47,10017
   , ,13,1,N,9,24,10104
   , ,13,1,N,9,24,10104
   , ,13,1,N,9,24,10104
   , ,13,1,N,9,24,10104
   , ,13,1,N,9,24,10104
   , ,13,1,N,9,24,10104
G17,1,13,1, ,9,24,10104
G17,1,13,1, ,9,24,10104
G17,1,13,1, ,9,24,10104
G03,1,13,1, ,9,24,10104
G03,1,13,1, ,9,24,10104
G03,1,13,1, ,9,24,10104
50,1,21,1,N,84,44,10563
50,1,21,1,N,84,44,10563
50,1,21,1,N,84,44,10563
   ,1,21,1, ,84,44,10563
   ,1,21,1, ,84,44,10563
   ,1,21,1, ,84,44,10563
G17,1,21,1, ,84,44,10563
G17,1,21,1, ,84,44,10563
G17,1,21,1, ,84,44,10563
   ,      ,19,1,   ,61,47,10801
   ,      ,19,1,   ,61,47,10801
   ,      ,19,1,   ,61,47,10801
10,1,19,1,N,61,47,10801
10,1,19,1,N,61,47,10801
10,1,19,1,N,61,47,10801
0, ,19,1,1,61,47,10801
0, ,19,1,1,61,47,10801
0, ,19,1,1,61,47,10801
30,1,5,1,N,35,5,10324
30,1,5,1,N,35,5,10324
30,1,5,1,N,35,5,10324
   ,1,5,1, ,35,5,10324
   ,1,5,1, ,35,5,10324
   ,1,5,1, ,35,5,10324
 ,0,5,1,0,35,5,10324
 ,0,5,1,0,35,5,10324
 ,0,5,1,0,35,5,10324
   ,      ,10,2,   ,76,18,10682
   ,      ,10,2,   ,76,18,10682
   ,      ,10,2,   ,76,18,10682
30,1,10,2,N,76,18,10682
30,1,10,2,N,76,18,10682
30,1,10,2,N,76,18,10682
   ,N,10,2,0,76,18,10682
   ,N,10,2,0,76,18,10682
   ,N,10,2,0,76,18,10682
 ,   ,1,2,N,44,3,10894
 ,   ,1,2,N,44,3,10894
 ,   ,1,2,N,44,3,10894
G17,1,1,2, ,44,3,10894
G17,1,1,2, ,44,3,10894
G17,1,1,2, ,44,3,10894
G12,1,1,2, ,44,3,10894
G12,1,1,2, ,44,3,10894
G12,1,1,2, ,44,3,10894
50,1,21,1,N,109,44,10243
50,1,21,1,N,109,44,10243
50,1,21,1,N,109,44,10243
50,1,21,1,N,109,44,10243
50,1,21,1,N,109,44,10243
50,1,21,1,N,109,44,10243
 ,   ,21,1,N,109,44,10243
 ,   ,21,1,N,109,44,10243
 ,   ,21,1,N,109,44,10243
P01,      ,10,1,   ,6,18,10999
P01,      ,10,1,   ,6,18,10999
P01,      ,10,1,   ,6,18,10999
G17,1,10,1, ,6,18,10999
G17,1,10,1, ,6,18,10999
G17,1,10,1, ,6,18,10999
50,1,13,1,N,60,47,10105
50,1,13,1,N,60,47,10105
50,1,13,1,N,60,47,10105
50,1,13,1,N,60,47,10105
50,1,13,1,N,60,47,10105
50,1,13,1,N,60,47,10105
G03,1,13,1, ,60,47,10105
G03,1,13,1, ,60,47,10105
G03,1,13,1, ,60,47,10105
10,1,22,1,N,36,7,10564
10,1,22,1,N,36,7,10564
10,1,22,1,N,36,7,10564
50,1,22,1,N,36,7,10564
50,1,22,1,N,36,7,10564
50,1,22,1,N,36,7,10564
G17,1,22,1, ,36,7,10564
G17,1,22,1, ,36,7,10564
G17,1,22,1, ,36,7,10564
 ,   ,10,1,N,11,18,10985
 ,   ,10,1,N,11,18,10985
 ,   ,10,1,N,11,18,10985
G15,1,10,1, ,11,18,10985
G15,1,10,1, ,11,18,10985
G15,1,10,1, ,11,18,10985
10,1,21,1,N,109,44,10244
10,1,21,1,N,109,44,10244
10,1,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
 ,   ,21,1,N,109,44,10244
10,1,4,2,N,51,28,10285
10,1,4,2,N,51,28,10285
10,1,4,2,N,51,28,10285
10,1,4,2,N,51,28,10285
10,1,4,2,N,51,28,10285
10,1,4,2,N,51,28,10285
ATV, ,4,2,N,51,28,10285
ATV, ,4,2,N,51,28,10285
ATV, ,4,2,N,51,28,10285
50,1,13,1,N,10,25,10719
50,1,13,1,N,10,25,10719
50,1,13,1,N,10,25,10719
G17,1,13,1, ,10,25,10719
G17,1,13,1, ,10,25,10719
G17,1,13,1, ,10,25,10719
N,EP4101,13,1,        ,10,25,10719
N,EP4101,13,1,        ,10,25,10719
N,EP4101,13,1,        ,10,25,10719
   ,      ,6,1,   ,58,13,10957
   ,      ,6,1,   ,58,13,10957
   ,      ,6,1,   ,58,13,10957
10,1,6,1,N,58,13,10957
10,1,6,1,N,58,13,10957
10,1,6,1,N,58,13,10957
50,1,22,1,N,36,7,10565
50,1,22,1,N,36,7,10565
50,1,22,1,N,36,7,10565
 ,   ,22,1,N,36,7,10565
 ,   ,22,1,N,36,7,10565
 ,   ,22,1,N,36,7,10565
   ,1,22,1, ,36,7,10565
   ,1,22,1, ,36,7,10565
   ,1,22,1, ,36,7,10565
50,1,10,1,N,11,18,10986
50,1,10,1,N,11,18,10986
50,1,10,1,N,11,18,10986
 ,   ,10,1,N,11,18,10986
 ,   ,10,1,N,11,18,10986
 ,   ,10,1,N,11,18,10986
ATV, ,1,2,N,44,3,10895
ATV, ,1,2,N,44,3,10895
ATV, ,1,2,N,44,3,10895
G17,1,1,2, ,44,3,10895
G17,1,1,2, ,44,3,10895
G17,1,1,2, ,44,3,10895
G12,1,1,2, ,44,3,10895
G12,1,1,2, ,44,3,10895
G12,1,1,2, ,44,3,10895
10,1,21,1,N,109,44,10245
10,1,21,1,N,109,44,10245
10,1,21,1,N,109,44,10245
50,1,21,1,N,109,44,10245
50,1,21,1,N,109,44,10245
50,1,21,1,N,109,44,10245
G17,1,21,1, ,109,44,10245
G17,1,21,1, ,109,44,10245
G17,1,21,1, ,109,44,10245
10,1,3,1,N,50,1,10286
10,1,3,1,N,50,1,10286
10,1,3,1,N,50,1,10286
ATV, ,3,1,N,50,1,10286
ATV, ,3,1,N,50,1,10286
ATV, ,3,1,N,50,1,10286
   ,SRSSVP,3,1,0,50,1,10286
   ,SRSSVP,3,1,0,50,1,10286
   ,SRSSVP,3,1,0,50,1,10286
P01,      ,10,1,   ,6,18,11000
P01,      ,10,1,   ,6,18,11000
P01,      ,10,1,   ,6,18,11000
G13,1,10,1, ,6,18,11000
G13,1,10,1, ,6,18,11000
G13,1,10,1, ,6,18,11000
50,1,13,1,N,60,47,10106
50,1,13,1,N,60,47,10106
50,1,13,1,N,60,47,10106
ATV, ,13,1,N,60,47,10106
ATV, ,13,1,N,60,47,10106
ATV, ,13,1,N,60,47,10106
G17,1,13,1, ,60,47,10106
G17,1,13,1, ,60,47,10106
G17,1,13,1, ,60,47,10106
50,1,10,1,N,6,18,10683
50,1,10,1,N,6,18,10683
50,1,10,1,N,6,18,10683
TRK, ,10,1,N,6,18,10683
TRK, ,10,1,N,6,18,10683
TRK, ,10,1,N,6,18,10683
   ,N,10,1,0,6,18,10683
   ,N,10,1,0,6,18,10683
   ,N,10,1,0,6,18,10683
50,1,13,1,N,60,47,10107
50,1,13,1,N,60,47,10107
50,1,13,1,N,60,47,10107
50,1,13,1,N,60,47,10107
50,1,13,1,N,60,47,10107
50,1,13,1,N,60,47,10107
G17,1,13,1, ,60,47,10107
G17,1,13,1, ,60,47,10107
G17,1,13,1, ,60,47,10107
50,1,20,1,N,2,42,10527
50,1,20,1,N,2,42,10527
50,1,20,1,N,2,42,10527
G17,1,20,1, ,2,42,10527
G17,1,20,1, ,2,42,10527
G17,1,20,1, ,2,42,10527
0, ,20,1,1,2,42,10527
0, ,20,1,1,2,42,10527
0, ,20,1,1,2,42,10527
TRK, ,22,1,N,36,7,10566
TRK, ,22,1,N,36,7,10566
TRK, ,22,1,N,36,7,10566
G17,1,22,1, ,36,7,10566
G17,1,22,1, ,36,7,10566
G17,1,22,1, ,36,7,10566
N,EP4101,22,1,        ,36,7,10566
N,EP4101,22,1,        ,36,7,10566
N,EP4101,22,1,        ,36,7,10566
   ,      ,13,1,   ,64,39,10402
   ,      ,13,1,   ,64,39,10402
   ,      ,13,1,   ,64,39,10402
   ,      ,13,1,   ,64,39,10402
   ,      ,13,1,   ,64,39,10402
   ,      ,13,1,   ,64,39,10402
G17,1,13,1, ,64,39,10402
G17,1,13,1, ,64,39,10402
G17,1,13,1, ,64,39,10402
   ,      ,10,1,   ,6,18,10684
   ,      ,10,1,   ,6,18,10684
   ,      ,10,1,   ,6,18,10684
TRK, ,10,1,N,6,18,10684
TRK, ,10,1,N,6,18,10684
TRK, ,10,1,N,6,18,10684
   ,N,10,1,0,6,18,10684
   ,N,10,1,0,6,18,10684
   ,N,10,1,0,6,18,10684
10,1,19,1,N,99,26,10834
10,1,19,1,N,99,26,10834
10,1,19,1,N,99,26,10834
50,1,19,1,N,99,26,10834
50,1,19,1,N,99,26,10834
50,1,19,1,N,99,26,10834
G03,1,19,1, ,99,26,10834
G03,1,19,1, ,99,26,10834
G03,1,19,1, ,99,26,10834
10,1,1,2,N,44,3,10896
10,1,1,2,N,44,3,10896
10,1,1,2,N,44,3,10896
10,1,1,2,N,44,3,10896
10,1,1,2,N,44,3,10896
10,1,1,2,N,44,3,10896
 ,   ,1,2,N,44,3,10896
 ,   ,1,2,N,44,3,10896
 ,   ,1,2,N,44,3,10896
   ,1,3,1, ,50,1,10287
   ,1,3,1, ,50,1,10287
   ,1,3,1, ,50,1,10287
G11,1,3,1, ,50,1,10287
G11,1,3,1, ,50,1,10287
G11,1,3,1, ,50,1,10287
   ,TRKSVP,3,1,0,50,1,10287
   ,TRKSVP,3,1,0,50,1,10287
   ,TRKSVP,3,1,0,50,1,10287
50,1,21,1,N,45,44,10528
50,1,21,1,N,45,44,10528
50,1,21,1,N,45,44,10528
G08,1,21,1, ,45,44,10528
G08,1,21,1, ,45,44,10528
G08,1,21,1, ,45,44,10528
0, ,21,1,1,45,44,10528
0, ,21,1,1,45,44,10528
0, ,21,1,1,45,44,10528
10,1,22,1,N,36,7,10567
10,1,22,1,N,36,7,10567
10,1,22,1,N,36,7,10567
50,1,22,1,N,36,7,10567
50,1,22,1,N,36,7,10567
50,1,22,1,N,36,7,10567
G17,1,22,1, ,36,7,10567
G17,1,22,1, ,36,7,10567
G17,1,22,1, ,36,7,10567
30,1,22,1,N,38,7,10259
30,1,22,1,N,38,7,10259
30,1,22,1,N,38,7,10259
50,1,22,1,N,38,7,10259
50,1,22,1,N,38,7,10259
50,1,22,1,N,38,7,10259
   ,1,22,1, ,38,7,10259
   ,1,22,1, ,38,7,10259
   ,1,22,1, ,38,7,10259
P01,      ,4,2,   ,90,28,10288
P01,      ,4,2,   ,90,28,10288
P01,      ,4,2,   ,90,28,10288
G11,1,4,2, ,90,28,10288
G11,1,4,2, ,90,28,10288
G11,1,4,2, ,90,28,10288
0,        ,4,2,300,90,28,10288
0,        ,4,2,300,90,28,10288
0,        ,4,2,300,90,28,10288
10,1,4,2,N,90,28,10607
10,1,4,2,N,90,28,10607
10,1,4,2,N,90,28,10607
30,1,4,2,N,90,28,10607
30,1,4,2,N,90,28,10607
30,1,4,2,N,90,28,10607
G17,1,4,2, ,90,28,10607
G17,1,4,2, ,90,28,10607
G17,1,4,2, ,90,28,10607
30,1,11,1,N,81,33,11001
30,1,11,1,N,81,33,11001
30,1,11,1,N,81,33,11001
G17,1,11,1, ,81,33,11001
G17,1,11,1, ,81,33,11001
G17,1,11,1, ,81,33,11001
   ,      ,13,1,   ,9,24,10109
   ,      ,13,1,   ,9,24,10109
   ,      ,13,1,   ,9,24,10109
50,1,13,1,N,9,24,10109
50,1,13,1,N,9,24,10109
50,1,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,13,1,N,9,24,10109
 ,   ,19,1,N,61,47,10188
 ,   ,19,1,N,61,47,10188
 ,   ,19,1,N,61,47,10188
 ,   ,19,1,N,61,47,10188
 ,   ,19,1,N,61,47,10188
 ,   ,19,1,N,61,47,10188
0, ,19,1,1,61,47,10188
0, ,19,1,1,61,47,10188
0, ,19,1,1,61,47,10188
50,1,5,1,N,35,5,10325
50,1,5,1,N,35,5,10325
50,1,5,1,N,35,5,10325
 ,   ,5,1,N,35,5,10325
 ,   ,5,1,N,35,5,10325
 ,   ,5,1,N,35,5,10325
G14,1,5,1, ,35,5,10325
G14,1,5,1, ,35,5,10325
G14,1,5,1, ,35,5,10325
   ,      ,11,1,   ,81,33,10685
   ,      ,11,1,   ,81,33,10685
   ,      ,11,1,   ,81,33,10685
30,1,11,1,N,81,33,10685
30,1,11,1,N,81,33,10685
30,1,11,1,N,81,33,10685
0, ,11,1,1,81,33,10685
0, ,11,1,1,81,33,10685
0, ,11,1,1,81,33,10685
 ,   ,21,1,N,109,44,10247
 ,   ,21,1,N,109,44,10247
 ,   ,21,1,N,109,44,10247
G17,1,21,1, ,109,44,10247
G17,1,21,1, ,109,44,10247
G17,1,21,1, ,109,44,10247
G13,1,21,1, ,109,44,10247
G13,1,21,1, ,109,44,10247
G13,1,21,1, ,109,44,10247
10,1,2,1,N,27,4,11008
10,1,2,1,N,27,4,11008
10,1,2,1,N,27,4,11008
30,1,2,1,N,27,4,11008
30,1,2,1,N,27,4,11008
30,1,2,1,N,27,4,11008
   ,      ,1,2,   ,44,3,10581
   ,      ,1,2,   ,44,3,10581
   ,      ,1,2,   ,44,3,10581
50,1,1,2,N,44,3,10581
50,1,1,2,N,44,3,10581
50,1,1,2,N,44,3,10581
   , ,1,2,N,44,3,10581
   , ,1,2,N,44,3,10581
   , ,1,2,N,44,3,10581
10,1,13,1,N,100,33,10110
10,1,13,1,N,100,33,10110
10,1,13,1,N,100,33,10110
50,1,13,1,N,100,33,10110
50,1,13,1,N,100,33,10110
50,1,13,1,N,100,33,10110
G03,1,13,1, ,100,33,10110
G03,1,13,1, ,100,33,10110
G03,1,13,1, ,100,33,10110
 ,   ,22,1,N,36,7,10260
 ,   ,22,1,N,36,7,10260
 ,   ,22,1,N,36,7,10260
G17,1,22,1, ,36,7,10260
G17,1,22,1, ,36,7,10260
G17,1,22,1, ,36,7,10260
G15,1,22,1, ,36,7,10260
G15,1,22,1, ,36,7,10260
G15,1,22,1, ,36,7,10260
   ,      ,11,1,   ,91,33,10686
   ,      ,11,1,   ,91,33,10686
   ,      ,11,1,   ,91,33,10686
   ,      ,11,1,   ,91,33,10686
   ,      ,11,1,   ,91,33,10686
   ,      ,11,1,   ,91,33,10686
0, ,11,1,1,91,33,10686
0, ,11,1,1,91,33,10686
0, ,11,1,1,91,33,10686
 ,   ,13,1,N,10,25,10720
 ,   ,13,1,N,10,25,10720
 ,   ,13,1,N,10,25,10720
G17,1,13,1, ,10,25,10720
G17,1,13,1, ,10,25,10720
G17,1,13,1, ,10,25,10720
G13,1,13,1, ,10,25,10720
G13,1,13,1, ,10,25,10720
G13,1,13,1, ,10,25,10720
50,1,1,2,N,44,3,10582
50,1,1,2,N,44,3,10582
50,1,1,2,N,44,3,10582
50,1,1,2,N,44,3,10582
50,1,1,2,N,44,3,10582
50,1,1,2,N,44,3,10582
   ,1,1,2, ,44,3,10582
   ,1,1,2, ,44,3,10582
   ,1,1,2, ,44,3,10582
10,1,13,1,N,100,33,10111
10,1,13,1,N,100,33,10111
10,1,13,1,N,100,33,10111
