BudgetPeriod,Budget Amount,BudgetYear,Customer Number,textBudgetPeriod
11,1634.85,2008,10015886,Nov
11,1643.23,2008,10021380,Nov
11,1732.39,2008,10019909,Nov
11,1761.37,2008,10026055,Nov
11,1777.6,2008,10021270,Nov
11,1817.3,2008,10013127,Nov
11,1823.61,2008,10022168,Nov
11,1936.16,2008,10023760,Nov
11,1943.83,2008,10020281,Nov
11,1961.33,2008,10025237,Nov
11,1972.1,2008,10025249,Nov
11,1979.8,2008,10024255,Nov
11,2044.31,2008,10026606,Nov
11,2071.4,2008,10014495,Nov
11,2077.8,2008,10010970,Nov
11,2136.63,2008,10021736,Nov
11,2141.77,2008,10014238,Nov
11,2158.51,2008,10020449,Nov
11,2225.59,2008,10017828,Nov
11,2327.64,2008,10021179,Nov
11,2331.02,2008,10002506,Nov
11,2385.86,2008,10013052,Nov
11,2431.97,2008,10011089,Nov
11,2475.76,2008,10013472,Nov
11,2480.71,2008,10021641,Nov
11,2594.23,2008,10015956,Nov
11,2602.47,2008,10021470,Nov
11,2627.62,2008,10022755,Nov
11,2641.71,2008,10007564,Nov
11,2895.12,2008,10000474,Nov
11,2923.36,2008,10007183,Nov
11,2954.78,2008,10011360,Nov
11,2964.76,2008,10025252,Nov
11,3125.7,2008,10019410,Nov
11,3185.42,2008,10015011,Nov
11,3189.22,2008,10021494,Nov
11,3196.53,2008,10025287,Nov
11,3313,2008,10015824,Nov
11,3324.23,2008,10025304,Nov
11,3456.61,2008,10026522,Nov
11,3479.88,2008,10011499,Nov
11,3574.33,2008,10025814,Nov
11,3713.84,2008,10013188,Nov
11,3798.47,2008,10005810,Nov
11,4094.53,2008,10009642,Nov
11,4187.33,2008,10002709,Nov
11,4305.1,2008,10002150,Nov
11,4321.76,2008,10025296,Nov
11,4451.34,2008,10025288,Nov
11,4474.8,2008,10012600,Nov
11,4566.37,2008,10003857,Nov
11,4617.99,2008,10025285,Nov
11,4625.63,2008,10006916,Nov
11,4889.19,2008,10012158,Nov
11,5095.86,2008,10019388,Nov
11,5169.11,2008,10009657,Nov
11,5402.77,2008,10011732,Nov
11,5435.86,2008,10009662,Nov
11,5689.4,2008,10009652,Nov
11,5738.3,2008,10011923,Nov
11,5768.31,2008,10011198,Nov
11,5886.53,2008,10006093,Nov
11,5986.11,2008,10023780,Nov
11,6194.55,2008,10007123,Nov
11,6268.12,2008,10022978,Nov
11,6425.25,2008,10025248,Nov
11,6450.93,2008,10002765,Nov
11,6461.93,2008,10022687,Nov
11,6565.21,2008,10020915,Nov
11,6599.25,2008,10021107,Nov
11,6810.12,2008,10000460,Nov
11,6906.87,2008,10006917,Nov
11,6921.94,2008,10020909,Nov
11,6929.35,2008,10013341,Nov
11,7199.17,2008,10020192,Nov
11,7385.3,2008,10022750,Nov
11,7508.2,2008,10025269,Nov
11,7554.19,2008,10025552,Nov
11,7593.49,2008,10013899,Nov
11,7809.85,2008,10000458,Nov
11,8050.23,2008,10025239,Nov
11,8194.69,2008,10020962,Nov
11,8458.57,2008,10010882,Nov
11,8756.41,2008,10024248,Nov
11,8770.4,2008,10020491,Nov
11,8815.29,2008,10019678,Nov
11,8868.9,2008,10021297,Nov
11,8972.03,2008,10027583,Nov
11,9151.38,2008,10025515,Nov
11,9334.49,2008,10017576,Nov
11,9907.19,2008,10017585,Nov
11,10201.5,2008,10002240,Nov
11,10306.26,2008,10021418,Nov
11,10361.88,2008,10019617,Nov
11,10615.85,2008,10026581,Nov
11,10933.55,2008,10013765,Nov
11,10961.89,2008,10000461,Nov
11,11016.4,2008,10023241,Nov
11,11238.5,2008,10020927,Nov
11,11345.21,2008,10009643,Nov
11,11737.23,2008,10018885,Nov
11,11771.48,2008,10021804,Nov
11,12427.13,2008,10018871,Nov
11,12438.93,2008,10020445,Nov
11,12972.41,2008,10016784,Nov
11,13048.72,2008,10000466,Nov
11,13176.61,2008,10010855,Nov
11,13183.72,2008,10019900,Nov
11,13517.4,2008,10021911,Nov
11,13826.31,2008,10025037,Nov
11,13863.74,2008,10025758,Nov
11,14190.19,2008,10014779,Nov
11,14244.43,2008,10025284,Nov
11,14913.21,2008,10025778,Nov
11,15137.4,2008,10011842,Nov
11,15364.34,2008,10011093,Nov
11,15405.03,2008,10008593,Nov
11,15557.18,2008,10025300,Nov
11,16155.3,2008,10007253,Nov
11,16264.45,2008,10025299,Nov
11,16411.95,2008,10018665,Nov
11,17407.36,2008,10020864,Nov
11,18157.77,2008,10024725,Nov
11,18313.83,2008,10005236,Nov
11,18333.68,2008,10002136,Nov
11,19204.34,2008,10021668,Nov
11,19719.96,2008,10025302,Nov
11,20672.36,2008,10026868,Nov
11,20716.68,2008,10015275,Nov
11,21393.62,2008,10021936,Nov
11,24317.74,2008,10020639,Nov
11,24770.08,2008,10013670,Nov
11,24819.41,2008,10021459,Nov
11,25218.65,2008,10015325,Nov
11,25703.47,2008,10009679,Nov
11,25703.57,2008,10024010,Nov
11,26212.47,2008,10024246,Nov
11,26395.98,2008,10020868,Nov
11,26727.93,2008,10002140,Nov
11,27642.07,2008,10027356,Nov
11,29046.79,2008,10025062,Nov
11,29126.76,2008,10020364,Nov
11,30109.33,2008,10027572,Nov
11,30593.79,2008,10011546,Nov
11,30965.66,2008,10019150,Nov
11,34225.82,2008,10026299,Nov
11,37562.84,2008,10000502,Nov
11,37716.46,2008,10019942,Nov
11,40674.01,2008,10026268,Nov
11,42736.33,2008,10000472,Nov
11,44811.64,2008,10019664,Nov
11,44861.76,2008,10013509,Nov
11,46063.69,2008,10026291,Nov
11,48834.5,2008,10023489,Nov
11,50586.5,2008,10020193,Nov
11,51620.68,2008,10011623,Nov
11,51931.36,2008,10021222,Nov
11,53926.59,2008,10010923,Nov
11,59690.66,2008,10007536,Nov
11,60188.39,2008,10005006,Nov
11,60645.09,2008,10025063,Nov
11,62786.45,2008,10021203,Nov
11,66507.75,2008,10024022,Nov
11,68847.84,2008,10018363,Nov
11,71771.46,2008,10008602,Nov
11,73580.36,2008,10027381,Nov
11,74060.48,2008,10014471,Nov
11,75035.17,2008,10022167,Nov
11,81970.7,2008,10008381,Nov
11,94805.45,2008,10006836,Nov
11,100305.07,2008,10023275,Nov
11,105141.9,2008,10017638,Nov
11,109778.52,2008,10025575,Nov
11,110930.7,2008,10025291,Nov
11,111038.71,2008,10024270,Nov
11,115245.6,2008,10011979,Nov
11,117886.36,2008,10025238,Nov
11,119816.44,2008,10020663,Nov
11,140912.41,2008,10009653,Nov
11,142965.98,2008,10019066,Nov
11,167588.71,2008,10024999,Nov
11,178336.35,2008,10015789,Nov
11,182192.22,2008,10010935,Nov
11,185476.72,2008,10002161,Nov
11,354735.07,2008,10023471,Nov
11,540996.2,2008,10002154,Nov
11,593891.47,2008,10006919,Nov
11,1091727.36,2008,10025039,Nov
11,0,2008,10015325,Nov
11,0,2008,10025305,Nov
11,0,2008,10025269,Nov
11,0,2008,10000455,Nov
11,0,2008,10022755,Nov
11,0,2008,10017072,Nov
11,0,2008,10014495,Nov
11,0,2008,10018352,Nov
11,0,2008,10020445,Nov
11,0,2008,10023275,Nov
11,0,2008,10021185,Nov
11,0,2008,10019900,Nov
11,0,2008,10008593,Nov
11,0,2008,10010698,Nov
11,0,2008,10023471,Nov
11,0,2008,10023516,Nov
11,0,2008,10022167,Nov
11,0,2008,10027381,Nov
11,0,2008,10011981,Nov
11,0,2008,10006093,Nov
11,0,2008,10003749,Nov
11,0,2008,10004255,Nov
11,0,2008,10026581,Nov
11,0,2008,10025284,Nov
11,0,2008,10023489,Nov
11,0,2008,10019678,Nov
11,0,2008,10026522,Nov
11,0,2008,10025287,Nov
11,0,2008,10016564,Nov
11,0,2008,10020639,Nov
11,0,2008,10007591,Nov
11,0,2008,10025038,Nov
11,0,2008,10025304,Nov
11,0,2008,10024010,Nov
11,0,2008,10018867,Nov
11,0,2008,10025248,Nov
11,0,2008,10018580,Nov
11,0,2008,10019664,Nov
11,0,2008,10007123,Nov
11,0,2008,10026078,Nov
11,0,2008,10000466,Nov
11,0,2008,10019388,Nov
11,0,2008,10020663,Nov
11,0,2008,10017852,Nov
11,0,2008,10025778,Nov
11,0,2008,10013188,Nov
11,0,2008,10015275,Nov
11,0,2008,10020662,Nov
11,0,2008,10017553,Nov
11,0,2008,10010935,Nov
11,0,2008,10007566,Nov
11,0,2008,10021179,Nov
11,0,2008,10008134,Nov
11,0,2008,10009633,Nov
11,0,2008,10025251,Nov
11,0,2008,10022750,Nov
11,0,2008,10022456,Nov
11,0,2008,10021222,Nov
11,0,2008,10015011,Nov
11,0,2008,10021139,Nov
11,0,2008,10019909,Nov
11,0,2008,10022490,Nov
11,0,2008,10025036,Nov
11,0,2008,10020915,Nov
11,0,2008,10022470,Nov
11,0,2008,10026299,Nov
11,0,2008,10009653,Nov
11,0,2008,10023964,Nov
11,0,2008,10027119,Nov
11,0,2008,10026606,Nov
11,0,2008,10009657,Nov
11,0,2008,10023003,Nov
11,0,2008,10000472,Nov
11,0,2008,10015793,Nov
11,0,2008,10024725,Nov
11,0,2008,10018665,Nov
11,0,2008,10021936,Nov
11,0,2008,10014238,Nov
11,0,2008,10009645,Nov
11,0,2008,10025575,Nov
11,0,2008,10009907,Nov
11,0,2008,10024550,Nov
11,0,2008,10009669,Nov
11,0,2008,10023241,Nov
11,0,2008,10014471,Nov
11,0,2008,10017638,Nov
11,0,2008,10024034,Nov
11,0,2008,10025252,Nov
11,0,2008,10000460,Nov
11,0,2008,10021986,Nov
11,0,2008,10022962,Nov
11,0,2008,10016549,Nov
11,0,2008,10002244,Nov
11,0,2008,10024270,Nov
11,0,2008,10025237,Nov
11,0,2008,10007121,Nov
11,0,2008,10025791,Nov
11,0,2008,10027370,Nov
11,0,2008,10002765,Nov
11,0,2008,10012425,Nov
11,0,2008,10025264,Nov
11,0,2008,10019410,Nov
11,0,2008,10005006,Nov
11,0,2008,10026294,Nov
11,0,2008,10025032,Nov
11,0,2008,10019942,Nov
11,0,2008,10020192,Nov
11,0,2008,10002506,Nov
11,0,2008,10000461,Nov
11,0,2008,10022687,Nov
11,0,2008,10012422,Nov
11,0,2008,10024016,Nov
11,0,2008,10020962,Nov
11,0,2008,10009652,Nov
11,0,2008,10011979,Nov
11,0,2008,10021736,Nov
11,0,2008,10020449,Nov
11,0,2008,10026868,Nov
11,0,2008,10024248,Nov
11,0,2008,10021911,Nov
11,0,2008,10020927,Nov
11,0,2008,10023538,Nov
11,0,2008,10009356,Nov
11,0,2008,10025022,Nov
11,0,2008,10013238,Nov
11,0,2008,10021223,Nov
11,0,2008,10018871,Nov
11,0,2008,10025063,Nov
11,0,2008,10020184,Nov
11,0,2008,10025241,Nov
11,0,2008,10025024,Nov
11,0,2008,10021184,Nov
11,0,2008,10009623,Nov
11,0,2008,10002746,Nov
11,0,2008,10024999,Nov
11,0,2008,10007268,Nov
11,0,2008,10006805,Nov
11,0,2008,10013252,Nov
11,0,2008,10016303,Nov
11,0,2008,10011724,Nov
11,0,2008,10021575,Nov
11,0,2008,10020256,Nov
11,0,2008,10018890,Nov
11,0,2008,10024246,Nov
11,0,2008,10025039,Nov
11,0,2008,10010855,Nov
11,0,2008,10022978,Nov
11,0,2008,10026291,Nov
11,0,2008,10025515,Nov
11,0,2008,10025288,Nov
11,0,2008,10020909,Nov
11,0,2008,10019617,Nov
11,0,2008,10021270,Nov
11,0,2008,10017314,Nov
11,0,2008,10023760,Nov
11,0,2008,10002154,Nov
11,0,2008,10021380,Nov
11,0,2008,10027053,Nov
11,0,2008,10026268,Nov
11,0,2008,10025758,Nov
11,0,2008,10016780,Nov
11,0,2008,10021297,Nov
11,0,2008,10025239,Nov
11,0,2008,10000474,Nov
11,0,2008,10010923,Nov
11,0,2008,10011923,Nov
11,0,2008,10011499,Nov
11,0,2008,10025246,Nov
11,0,2008,10021203,Nov
11,0,2008,10021286,Nov
11,0,2008,10020864,Nov
11,0,2008,10009156,Nov
11,0,2008,10006919,Nov
11,0,2008,10017290,Nov
11,0,2008,10020849,Nov
11,0,2008,10014810,Nov
11,0,2008,10002136,Nov
11,0,2008,10003857,Nov
11,0,2008,10020281,Nov
11,0,2008,10021305,Nov
11,0,2008,10021107,Nov
11,0,2008,10024477,Nov
11,0,2008,10027572,Nov
11,0,2008,10024022,Nov
11,0,2008,10006917,Nov
11,0,2008,10013052,Nov
11,0,2008,10025247,Nov
11,0,2008,10005236,Nov
11,0,2008,10019682,Nov
11,0,2008,10020388,Nov
11,0,2008,10016784,Nov
11,0,2008,10007536,Nov
11,0,2008,10007253,Nov
11,0,2008,10015956,Nov
11,0,2008,10007866,Nov
11,0,2008,10002150,Nov
11,0,2008,10025298,Nov
11,0,2008,10005861,Nov
11,0,2008,10013670,Nov
11,0,2008,10020491,Nov
11,0,2008,10011089,Nov
11,0,2008,10023780,Nov
11,0,2008,10020364,Nov
11,0,2008,10025062,Nov
11,0,2008,10021668,Nov
11,0,2008,10002137,Nov
11,0,2008,10020390,Nov
11,0,2008,10011842,Nov
11,0,2008,10019420,Nov
11,0,2008,10024499,Nov
11,0,2008,10024704,Nov
11,0,2008,10013426,Nov
11,0,2008,10027583,Nov
11,0,2008,10009654,Nov
11,0,2008,10002501,Nov
11,0,2008,10023703,Nov
11,0,2008,10002709,Nov
11,0,2008,10008381,Nov
11,0,2008,10025771,Nov
11,0,2008,10022746,Nov
11,0,2008,10023022,Nov
11,0,2008,10002115,Nov
11,0,2008,10013899,Nov
11,0,2008,10021459,Nov
11,0,2008,10006983,Nov
11,0,2008,10018129,Nov
11,0,2008,10024541,Nov
11,0,2008,10013039,Nov
11,0,2008,10015886,Nov
11,0,2008,10009660,Nov
11,0,2008,10023757,Nov
11,0,2008,10027575,Nov
11,0,2008,10011093,Nov
11,0,2008,10009672,Nov
11,0,2008,10008602,Nov
11,0,2008,10013870,Nov
11,0,2008,10026055,Nov
11,0,2008,10011821,Nov
11,0,2008,10015030,Nov
11,0,2008,10007258,Nov
11,0,2008,10018363,Nov
11,0,2008,10019150,Nov
11,0,2008,10006836,Nov
11,0,2008,10025037,Nov
11,0,2008,10010974,Nov
11,0,2008,10019066,Nov
11,0,2008,10014779,Nov
11,0,2008,10025238,Nov
11,0,2008,10021804,Nov
11,0,2008,10004602,Nov
11,0,2008,10002140,Nov
11,0,2008,10025302,Nov
11,0,2008,10002161,Nov
11,0,2008,10021494,Nov
11,0,2008,10011546,Nov
11,0,2008,10025291,Nov
11,0,2008,10011600,Nov
11,0,2008,10027356,Nov
11,0,2008,10011360,Nov
11,0,2008,10018885,Nov
11,0,2008,10009643,Nov
11,0,2008,10020492,Nov
11,0,2008,10017576,Nov
11,0,2008,10010970,Nov
11,0,2008,10011623,Nov
11,0,2008,10018868,Nov
11,0,2008,10020193,Nov
11,0,2008,10019952,Nov
11,0,2008,10013061,Nov
11,0,2008,10002142,Nov
11,0,2008,10007183,Nov
11,0,2008,10025296,Nov
11,0,2008,10006916,Nov
11,0,2008,10000473,Nov
11,0,2008,10017307,Nov
11,0,2008,10010717,Nov
11,0,2008,10000457,Nov
11,0,2008,10019105,Nov
11,0,2008,10005922,Nov
11,0,2008,10002240,Nov
11,0,2008,10027348,Nov
11,0,2008,10012158,Nov
11,0,2008,10024915,Nov
11,0,2008,10008893,Nov
11,0,2008,10010832,Nov
11,0,2008,10007577,Nov
11,0,2008,10025814,Nov
11,0,2008,10021411,Nov
11,0,2008,10022764,Nov
11,0,2008,10020446,Nov
11,0,2008,10019400,Nov
11,0,2008,10020306,Nov
11,0,2008,10002139,Nov
11,0,2008,10002117,Nov
11,0,2008,10010882,Nov
11,0,2008,10014059,Nov
11,0,2008,10025300,Nov
11,0,2008,10013376,Nov
11,0,2008,10020239,Nov
11,0,2008,10021232,Nov
12,-8552.67,2008,10017638,Dec
12,-7638.21,2008,10015325,Dec
12,-3053.1,2008,10013670,Dec
12,-1309.7,2008,10002140,Dec
12,-928.8,2008,10023513,Dec
12,-557.56,2008,10024743,Dec
12,-506.73,2008,10004255,Dec
12,-290.94,2008,10018871,Dec
12,-116.34,2008,10013899,Dec
12,3.18,2008,10013472,Dec
12,7.64,2008,10012422,Dec
12,13.41,2008,10025791,Dec
12,22.7,2008,10007258,Dec
12,26.42,2008,10015030,Dec
12,27.76,2008,10027370,Dec
12,35.44,2008,10020962,Dec
12,42.3,2008,10027348,Dec
12,52.44,2008,10007120,Dec
12,64.85,2008,10021380,Dec
12,65.68,2008,10002137,Dec
12,68.58,2008,10025038,Dec
12,69.05,2008,10022978,Dec
12,77.26,2008,10018628,Dec
12,80.55,2008,10009654,Dec
12,99.08,2008,10002142,Dec
12,119.51,2008,10020239,Dec
12,124.45,2008,10013252,Dec
12,124.59,2008,10025250,Dec
12,136.72,2008,10009657,Dec
12,154.07,2008,10007564,Dec
12,164.42,2008,10025771,Dec
12,174.72,2008,10024704,Dec
12,193.1,2008,10025021,Dec
12,206.95,2008,10023759,Dec
12,211.29,2008,10019909,Dec
12,217.15,2008,10009642,Dec
12,221.37,2008,10025304,Dec
12,226.99,2008,10024499,Dec
12,230.46,2008,10005138,Dec
12,239.65,2008,10023703,Dec
12,241.7,2008,10020192,Dec
12,254.16,2008,10025237,Dec
12,261.62,2008,10013039,Dec
12,267.42,2008,10014810,Dec
12,322.35,2008,10027053,Dec
12,335.25,2008,10025288,Dec
12,337.8,2008,10019502,Dec
12,350.85,2008,10018890,Dec
12,364.85,2008,10021270,Dec
12,386.54,2008,10023516,Dec
12,394.71,2008,10019469,Dec
12,396.12,2008,10012158,Dec
12,414.56,2008,10013232,Dec
12,418.27,2008,10016780,Dec
12,424.99,2008,10009156,Dec
12,431.89,2008,10002501,Dec
12,435.22,2008,10025495,Dec
12,438.36,2008,10010974,Dec
12,438.62,2008,10017314,Dec
12,486.11,2008,10026078,Dec
12,502.84,2008,10009662,Dec
12,506.67,2008,10020662,Dec
12,531.27,2008,10011089,Dec
12,545,2008,10023003,Dec
12,547.2,2008,10011923,Dec
12,586.85,2008,10000472,Dec
12,604.61,2008,10023757,Dec
12,613.43,2008,10013765,Dec
12,619.29,2008,10006093,Dec
12,620.73,2008,10015886,Dec
12,627.16,2008,10005861,Dec
12,654.89,2008,10020388,Dec
12,662.31,2008,10018352,Dec
12,664.82,2008,10011546,Dec
12,696.94,2008,10013870,Dec
12,753.85,2008,10012226,Dec
12,776.37,2008,10026581,Dec
12,804.84,2008,10010698,Dec
12,864.73,2008,10019420,Dec
12,873.16,2008,10006916,Dec
12,878.12,2008,10022746,Dec
12,921.22,2008,10025251,Dec
12,970.28,2008,10024016,Dec
12,973.2,2008,10025583,Dec
12,1034.15,2008,10020927,Dec
12,1037.34,2008,10018868,Dec
12,1057.17,2008,10023760,Dec
12,1072.28,2008,10013127,Dec
12,1117.36,2008,10018867,Dec
12,1174.61,2008,10018623,Dec
12,1219.43,2008,10000458,Dec
12,1268.12,2008,10011360,Dec
12,1343.5,2008,10021470,Dec
12,1353.79,2008,10021986,Dec
12,1413.67,2008,10025252,Dec
12,1438.65,2008,10025515,Dec
12,1439.06,2008,10025241,Dec
12,1465.46,2008,10013052,Dec
12,1473.38,2008,10012235,Dec
12,1538.7,2008,10025249,Dec
12,1543.35,2008,10007566,Dec
12,1622.54,2008,10025814,Dec
12,1645.06,2008,10025246,Dec
12,1678.22,2008,10025300,Dec
12,1798.25,2008,10020281,Dec
12,1920.07,2008,10006983,Dec
12,2055.9,2008,10021179,Dec
12,2104.33,2008,10025299,Dec
12,2105.61,2008,10018665,Dec
12,2106.84,2008,10015011,Dec
12,2141.63,2008,10010970,Dec
12,2190.79,2008,10011600,Dec
12,2273.92,2008,10020492,Dec
12,2375.73,2008,10024248,Dec
12,2525.38,2008,10025302,Dec
12,2573.48,2008,10021175,Dec
12,2679.14,2008,10013426,Dec
12,2835.24,2008,10027572,Dec
12,2879.19,2008,10019617,Dec
12,3067.64,2008,10025287,Dec
12,3182.19,2008,10017072,Dec
12,3247.2,2008,10025305,Dec
12,3362.21,2008,10011499,Dec
12,3363.6,2008,10026055,Dec
12,3405.19,2008,10020390,Dec
12,3420.02,2008,10025037,Dec
12,3518.55,2008,10022490,Dec
12,3603.01,2008,10002746,Dec
12,3646.04,2008,10022725,Dec
12,3684.34,2008,10007866,Dec
12,3733.44,2008,10021305,Dec
12,3788.15,2008,10021575,Dec
12,3799.74,2008,10003857,Dec
12,3965.8,2008,10006917,Dec
12,4025.3,2008,10020445,Dec
12,4092.43,2008,10002150,Dec
12,4159.05,2008,10005236,Dec
12,4160.54,2008,10025284,Dec
12,4278.66,2008,10021736,Dec
12,4449.75,2008,10019388,Dec
12,4786.2,2008,10017828,Dec
12,4968.36,2008,10004602,Dec
12,4973.03,2008,10024915,Dec
12,5076.67,2008,10016549,Dec
12,5088.87,2008,10002240,Dec
12,5111,2008,10021223,Dec
12,5167.44,2008,10002136,Dec
12,5442.86,2008,10009660,Dec
12,5446.76,2008,10015793,Dec
12,5465.44,2008,10024034,Dec
12,5555.91,2008,10020193,Dec
12,5651.14,2008,10009643,Dec
12,5962.86,2008,10025285,Dec
12,6062,2008,10013188,Dec
12,6366.88,2008,10022750,Dec
12,6528.47,2008,10021107,Dec
12,6868.69,2008,10013341,Dec
12,7056.57,2008,10002709,Dec
12,7122.73,2008,10021494,Dec
12,7130.83,2008,10014238,Dec
12,7265.46,2008,10025269,Dec
12,7267.3,2008,10002161,Dec
12,7282.64,2008,10024477,Dec
12,7368.06,2008,10008134,Dec
12,7446.13,2008,10013061,Dec
12,7486.26,2008,10015956,Dec
12,7807.05,2008,10027356,Dec
12,7885.75,2008,10020909,Dec
12,8369.5,2008,10011842,Dec
12,9226.41,2008,10011198,Dec
12,9711.61,2008,10021911,Dec
12,9781.84,2008,10002765,Dec
12,9818.12,2008,10011623,Dec
12,9838.53,2008,10025248,Dec
12,9901.45,2008,10016784,Dec
12,9910.12,2008,10018129,Dec
12,10008.57,2008,10000466,Dec
12,10570.56,2008,10023241,Dec
12,10745.4,2008,10020491,Dec
12,10886.15,2008,10027583,Dec
12,10916.87,2008,10022687,Dec
12,11723.89,2008,10009652,Dec
12,11908.99,2008,10020449,Dec
12,11965.67,2008,10019913,Dec
12,12276.88,2008,10021139,Dec
12,12605.67,2008,10025758,Dec
12,12914.55,2008,10017576,Dec
12,13128.94,2008,10010855,Dec
12,13222.65,2008,10021286,Dec
12,13366.49,2008,10020639,Dec
12,13538.61,2008,10007253,Dec
12,13636.6,2008,10024022,Dec
12,13993.47,2008,10020849,Dec
12,14066.21,2008,10021297,Dec
12,14896.28,2008,10023780,Dec
12,15410.92,2008,10007591,Dec
12,15941.37,2008,10018885,Dec
12,15987.24,2008,10026868,Dec
12,16334.49,2008,10025239,Dec
12,16395.45,2008,10019410,Dec
12,16599.14,2008,10025296,Dec
12,16889.54,2008,10026268,Dec
12,17311.66,2008,10009907,Dec
12,17358.32,2008,10019150,Dec
12,17523.72,2008,10014779,Dec
12,17922.73,2008,10017585,Dec
12,18523.97,2008,10009672,Dec
12,18548.42,2008,10025062,Dec
12,20534.42,2008,10024010,Dec
12,20874.82,2008,10025024,Dec
12,20911.25,2008,10019664,Dec
12,21064.95,2008,10021936,Dec
12,21397,2008,10027119,Dec
12,21764.38,2008,10009633,Dec
12,22930.5,2008,10024246,Dec
12,23535.47,2008,10007123,Dec
12,23742.41,2008,10023964,Dec
12,24842.94,2008,10019682,Dec
12,24934.92,2008,10023489,Dec
12,26207.55,2008,10008593,Dec
12,26238.87,2008,10025919,Dec
12,27492.12,2008,10025238,Dec
12,31366.37,2008,10021203,Dec
12,32615.34,2008,10020864,Dec
12,33199.58,2008,10005006,Dec
12,33817.82,2008,10000460,Dec
12,33946.09,2008,10008381,Dec
12,34384.31,2008,10015275,Dec
12,35088.06,2008,10024725,Dec
12,36572.53,2008,10006836,Dec
12,36929.92,2008,10019109,Dec
12,37157.12,2008,10025778,Dec
12,43002.59,2008,10026299,Dec
12,46355.85,2008,10025575,Dec
12,46648.6,2008,10018363,Dec
12,48887.72,2008,10021459,Dec
12,49724.82,2008,10023275,Dec
12,51032.49,2008,10010923,Dec
12,51440.18,2008,10026522,Dec
12,53596.29,2008,10009679,Dec
12,54826.02,2008,10014471,Dec
12,62356.5,2008,10025063,Dec
12,80669.61,2008,10011979,Dec
12,87161.11,2008,10025291,Dec
12,88187.87,2008,10027381,Dec
12,90720.34,2008,10026291,Dec
12,103840.48,2008,10017553,Dec
12,109850.08,2008,10020364,Dec
12,154747.6,2008,10007183,Dec
12,157110.72,2008,10021804,Dec
12,157841.53,2008,10009653,Dec
12,161337.63,2008,10023471,Dec
12,162373.99,2008,10020915,Dec
12,171106.72,2008,10010935,Dec
12,182647.51,2008,10022167,Dec
12,216079.82,2008,10021222,Dec
12,216842.2,2008,10024270,Dec
12,235756.69,2008,10019678,Dec
12,236884.3,2008,10025552,Dec
12,250675.4,2008,10019942,Dec
12,278197.98,2008,10024999,Dec
12,303938.45,2008,10020663,Dec
12,450645.45,2008,10025039,Dec
12,524555.52,2008,10002154,Dec
12,526070.75,2008,10006919,Dec
12,586594.98,2008,10007536,Dec
12,589345.46,2008,10019066,Dec
12,0,2008,10015325,Dec
12,0,2008,10025305,Dec
12,0,2008,10025269,Dec
12,0,2008,10022755,Dec
12,0,2008,10017072,Dec
12,0,2008,10020445,Dec
12,0,2008,10017036,Dec
12,0,2008,10023275,Dec
12,0,2008,10008593,Dec
12,0,2008,10023471,Dec
12,0,2008,10023516,Dec
12,0,2008,10022167,Dec
12,0,2008,10027381,Dec
12,0,2008,10006093,Dec
12,0,2008,10004255,Dec
12,0,2008,10026581,Dec
12,0,2008,10025284,Dec
12,0,2008,10023489,Dec
12,0,2008,10019678,Dec
12,0,2008,10026522,Dec
12,0,2008,10025287,Dec
12,0,2008,10020639,Dec
12,0,2008,10007591,Dec
12,0,2008,10025038,Dec
12,0,2008,10024010,Dec
12,0,2008,10025248,Dec
12,0,2008,10018580,Dec
12,0,2008,10026006,Dec
12,0,2008,10019897,Dec
12,0,2008,10007123,Dec
12,0,2008,10025021,Dec
12,0,2008,10010914,Dec
12,0,2008,10026078,Dec
12,0,2008,10000466,Dec
12,0,2008,10019388,Dec
12,0,2008,10020663,Dec
12,0,2008,10025778,Dec
12,0,2008,10013188,Dec
12,0,2008,10015275,Dec
12,0,2008,10020662,Dec
12,0,2008,10026336,Dec
12,0,2008,10016807,Dec
12,0,2008,10025249,Dec
12,0,2008,10010935,Dec
12,0,2008,10007566,Dec
12,0,2008,10008134,Dec
12,0,2008,10009633,Dec
12,0,2008,10025251,Dec
12,0,2008,10018644,Dec
12,0,2008,10022750,Dec
12,0,2008,10022456,Dec
12,0,2008,10021222,Dec
12,0,2008,10013232,Dec
12,0,2008,10015011,Dec
12,0,2008,10022490,Dec
12,0,2008,10010912,Dec
12,0,2008,10020915,Dec
12,0,2008,10026299,Dec
12,0,2008,10011732,Dec
12,0,2008,10009653,Dec
12,0,2008,10023964,Dec
12,0,2008,10027119,Dec
12,0,2008,10026606,Dec
12,0,2008,10018628,Dec
12,0,2008,10009657,Dec
12,0,2008,10023003,Dec
12,0,2008,10000472,Dec
12,0,2008,10020914,Dec
12,0,2008,10011734,Dec
12,0,2008,10025508,Dec
12,0,2008,10024725,Dec
12,0,2008,10009639,Dec
12,0,2008,10007564,Dec
12,0,2008,10018665,Dec
12,0,2008,10021936,Dec
12,0,2008,10014238,Dec
12,0,2008,10025575,Dec
12,0,2008,10009907,Dec
12,0,2008,10015824,Dec
12,0,2008,10006862,Dec
12,0,2008,10024550,Dec
12,0,2008,10023241,Dec
12,0,2008,10010886,Dec
12,0,2008,10014471,Dec
12,0,2008,10017638,Dec
12,0,2008,10024034,Dec
12,0,2008,10025252,Dec
12,0,2008,10000460,Dec
12,0,2008,10021986,Dec
12,0,2008,10022962,Dec
